time,power
1,96.1298
2,96.1298
3,96.1298
4,96.1298
5,283.3978
6,240.1698
7,224.2668
8,218.4168
9,216.2648
10,215.4728
11,215.1818
12,566.7328
13,477.7948
14,445.0768
15,433.0408
16,428.6128
17,426.9838
18,426.3848
19,307.2818
20,307.2008
21,307.1708
22,307.1598
23,307.1558
24,307.1538
25,307.1538
26,307.1538
27,307.1538
28,307.1538
29,307.1538
30,307.1538
31,307.1538
32,307.1538
33,307.1538
34,307.1538
35,307.1538
36,307.1538
37,307.1538
38,307.1538
39,307.1538
40,307.1538
41,307.1538
42,307.1538
43,96.1298
44,96.1298
45,96.1298
46,96.1298
47,96.1298
48,96.1298
49,96.1298
50,96.1298
51,291.7678
52,242.9238
53,224.9548
54,218.3448
55,215.9128
56,215.0188
57,214.6888
58,214.5678
59,214.5238
60,214.5068
61,214.5008
62,214.4988
63,214.4978
64,96.1298
65,96.1298
66,96.1298
67,96.1298
68,96.1298
69,96.1298
70,96.1298
71,96.1298
72,96.1298
73,96.1298
74,96.1298
75,96.1298
76,96.1298
77,96.1298
78,96.1298
79,96.1298
80,96.1298
81,96.1298
82,96.1298
83,96.1298
84,96.1298
85,96.1298
86,96.1298
87,96.1298
88,96.1298
89,96.1298
90,96.1298
91,96.1298
92,96.1298
93,96.1298
94,96.1298
95,96.1298
96,96.1298
97,96.1298
98,96.1298
99,96.1298
100,96.1298
101,96.1298
102,96.1298
103,314.2748
104,252.1348
105,229.2748
106,220.8658
107,217.7718
108,216.6338
109,216.2148
110,216.0608
111,216.0038
112,215.9828
113,215.9758
114,215.9728
115,215.9718
116,215.9718
117,215.9708
118,215.9708
119,96.1298
120,321.4238
121,314.3488
122,311.7458
123,310.7878
124,310.4358
125,310.3058
126,310.2588
127,310.2408
128,310.2348
129,310.2318
130,310.2308
131,310.2308
132,310.2308
133,310.2308
134,310.2308
135,310.2308
136,310.2308
137,310.2308
138,310.2308
139,310.2308
140,310.2308
141,310.2308
142,310.2308
143,310.2308
144,310.2308
145,310.2308
146,310.2308
147,310.2308
148,310.2308
149,310.2308
150,310.2308
151,310.2308
152,310.2308
153,96.1298
154,96.1298
155,96.1298
156,96.1298
157,276.6708
158,238.3678
159,224.2778
160,219.0938
161,217.1868
162,216.4848
163,216.2268
164,216.1318
165,216.0968
166,216.0848
167,216.0798
168,216.0778
169,216.0768
170,216.0768
171,96.1298
172,96.1298
173,96.1298
174,96.1298
175,96.1298
176,96.1298
177,96.1298
178,96.1298
179,96.1298
180,96.1298
181,96.1298
182,96.1298
183,96.1298
184,96.1298
185,96.1298
186,96.1298
187,96.1298
188,96.1298
189,96.1298
190,96.1298
191,96.1298
192,96.1298
193,96.1298
194,96.1298
195,96.1298
196,96.1298
197,96.1298
198,96.1298
199,96.1298
200,96.1298
201,96.1298
202,96.1298
203,96.1298
204,96.1298
205,96.1298
206,96.1298
207,96.1298
208,96.1298
209,96.1298
210,96.1298
211,96.1298
212,96.1298
213,96.1298
214,96.1298
215,96.1298
216,96.1298
217,96.1298
218,96.1298
219,96.1298
220,96.1298
221,96.1298
222,96.1298
223,96.1298
224,96.1298
225,96.1298
226,96.1298
227,96.1298
228,96.1298
229,96.1298
230,372.7108
231,330.7128
232,315.2618
233,309.5778
234,307.4868
235,306.7178
236,306.4348
237,306.3308
238,306.2928
239,306.2788
240,306.2738
241,306.2718
