time,power
1,304.5992
2,304.5982
3,304.5972
4,304.5972
5,304.5972
6,304.5972
7,304.5972
8,304.5972
9,304.5972
10,304.5972
11,430.7542
12,426.8252
13,425.3802
14,424.8482
15,424.6532
16,424.5812
17,424.5542
18,424.5452
19,424.5412
20,424.5402
21,424.5392
22,424.5392
23,215.4162
24,215.4162
25,215.4162
26,95.4742
27,95.4742
28,95.4742
29,95.4742
30,95.4742
31,95.4742
32,95.4742
33,95.4742
34,95.4742
35,95.4742
36,95.4742
37,95.4742
38,95.4742
39,95.4742
40,95.4742
41,95.4742
42,95.4742
43,95.4742
44,95.4742
45,95.4742
46,95.4742
47,95.4742
48,95.4742
49,95.4742
50,95.4742
51,95.4742
52,95.4742
53,95.4742
54,95.4742
55,95.4742
56,95.4742
57,95.4742
58,95.4742
59,95.4742
60,95.4742
61,95.4742
62,95.4742
63,95.4742
64,95.4742
65,95.4742
66,95.4742
67,95.4742
68,95.4742
69,95.4742
70,95.4742
71,95.4742
72,95.4742
73,95.4742
74,95.4742
75,95.4742
76,95.4742
77,95.4742
78,95.4742
79,95.4742
80,95.4742
81,95.4742
82,95.4742
83,95.4742
84,95.4742
85,95.4742
86,95.4742
87,95.4742
88,95.4742
89,95.4742
90,95.4742
91,95.4742
92,95.4742
93,95.4742
94,95.4742
95,95.4742
96,95.4742
97,95.4742
98,95.4742
99,95.4742
100,95.4742
101,95.4742
102,95.4742
103,95.4742
104,95.4742
105,95.4742
106,95.4742
107,95.4742
108,95.4742
109,95.4742
110,95.4742
111,95.4742
112,95.4742
113,95.4742
114,95.4742
115,95.4742
116,95.4742
117,304.9072
118,248.4402
119,227.6672
120,220.0252
121,217.2132
122,216.1792
123,215.7992
124,215.6592
125,215.6072
126,215.5882
127,215.5812
128,215.5792
129,215.5782
130,215.5782
131,215.5772
132,215.5772
133,215.5772
134,215.5772
135,215.5772
136,215.5772
137,215.5772
138,215.5772
139,215.5772
140,215.5772
141,215.5772
142,215.5772
143,215.5772
144,215.5772
145,215.5772
146,215.5772
147,215.5772
148,215.5772
149,215.5772
150,215.5772
151,95.4742
152,95.4742
153,95.4742
154,95.4742
155,95.4742
156,95.4742
157,95.4742
158,95.4742
159,95.4742
160,95.4742
161,95.4742
162,95.4742
163,95.4742
164,95.4742
165,95.4742
166,95.4742
167,95.4742
168,95.4742
169,95.4742
170,95.4742
171,95.4742
172,95.4742
173,95.4742
174,95.4742
175,95.4742
176,95.4742
177,95.4742
178,95.4742
179,95.4742
180,95.4742
181,95.4742
182,95.4742
183,95.4742
184,95.4742
185,95.4742
186,95.4742
187,95.4742
188,95.4742
189,95.4742
190,95.4742
191,95.4742
192,95.4742
193,95.4742
194,95.4742
195,95.4742
196,95.4742
197,95.4742
198,95.4742
199,95.4742
200,95.4742
201,95.4742
202,95.4742
203,95.4742
204,95.4742
205,95.4742
206,95.4742
207,388.5292
208,333.5212
209,313.2852
210,305.8412
211,303.1022
212,302.0952
213,301.7242
214,301.5882
215,301.5382
216,301.5192
217,301.5122
