time,power
1,106.922
2,106.922
3,106.922
4,106.922
5,106.922
6,106.922
7,106.922
8,106.922
9,106.922
10,106.922
11,106.922
12,106.922
13,106.922
14,106.922
15,106.922
16,106.922
17,106.922
18,106.922
19,106.922
20,106.922
21,106.922
22,106.922
23,106.922
24,106.922
25,106.922
26,106.922
27,319.642
28,261.66
29,240.33
30,232.483
31,229.596
32,228.534
33,228.143
34,228.0
35,227.947
36,227.927
37,227.92
38,227.918
39,227.917
40,106.922
41,106.922
42,106.922
43,106.922
44,106.922
45,106.922
46,106.922
47,106.922
48,106.922
49,106.922
50,106.922
51,106.922
52,106.922
53,439.225
54,362.454
55,334.212
56,323.822
57,320.0
58,318.594
59,318.077
60,317.886
61,317.816
62,317.791
63,317.781
64,317.778
65,317.776
66,317.776
67,317.776
68,317.776
69,317.776
70,317.776
71,317.776
72,534.031
73,472.042
74,449.238
75,440.849
76,437.763
77,436.627
78,436.21
79,436.056
80,435.999
81,435.979
82,435.971
83,435.968
84,435.967
85,435.967
86,435.967
87,317.776
88,317.776
89,317.776
90,106.922
91,106.922
92,106.922
93,106.922
94,106.922
95,106.922
96,106.922
97,106.922
98,106.922
99,106.922
100,106.922
101,106.922
102,106.922
103,106.922
104,106.922
105,106.922
106,106.922
107,106.922
108,106.922
109,106.922
110,106.922
111,106.922
112,106.922
113,106.922
114,106.922
115,106.922
116,106.922
117,106.922
118,106.922
119,106.922
120,106.922
121,106.922
122,106.922
123,340.365
124,270.061
125,244.197
126,234.683
127,231.183
128,229.895
129,229.421
130,229.247
131,229.183
132,229.159
133,229.151
134,229.147
135,229.146
136,229.146
137,229.146
138,106.922
139,106.922
140,106.922
141,106.922
142,106.922
143,106.922
144,106.922
145,106.922
146,106.922
147,106.922
148,106.922
149,106.922
150,106.922
151,106.922
152,106.922
153,106.922
154,106.922
155,106.922
156,472.628
157,373.895
158,337.573
159,324.21
160,319.295
161,317.486
162,316.821
163,316.576
164,316.486
165,316.453
166,316.441
167,316.437
168,316.435
169,316.434
170,316.434
171,316.434
172,316.434
173,316.434
174,316.434
175,316.434
176,316.434
177,526.231
178,469.48
179,448.602
180,440.922
181,438.096
182,437.057
183,436.675
184,436.534
185,436.482
186,436.463
187,436.456
188,226.942
189,226.941
190,226.94
191,226.94
192,106.922
193,106.922
194,106.922
195,106.922
196,106.922
197,106.922
198,106.922
199,106.922
200,106.922
201,106.922
202,106.922
203,106.922
204,106.922
205,106.922
206,106.922
207,106.922
208,106.922
209,106.922
210,106.922
211,106.922
212,106.922
213,106.922
214,106.922
215,106.922
216,106.922
217,106.922
218,106.922
219,106.922
220,106.922
221,106.922
222,106.922
223,106.922
224,106.922
225,106.922
226,106.922
227,235.792
228,231.102
229,229.376
230,228.741
231,228.508
232,228.422
233,228.39
234,228.379
235,228.374
236,228.373
237,228.372
238,228.372
239,228.372
240,228.372
241,228.372
242,228.372
243,106.922
244,106.922
245,106.922
246,106.922
247,106.922
248,106.922
249,106.922
250,106.922
251,106.922
252,106.922
253,106.922
254,106.922
255,106.922
256,106.922
257,106.922
258,106.922
259,106.922
260,106.922
261,457.037
262,367.17
263,334.109
264,321.947
265,317.473
266,315.827
267,315.221
268,314.999
269,314.917
270,314.887
271,314.875
272,314.871
273,314.87
274,314.869
275,314.869
276,314.869
277,314.869
278,314.869
279,314.869
280,463.478
281,444.334
282,437.291
283,434.7
284,433.746
285,433.396
286,433.267
287,433.219
288,433.202
289,225.249
290,225.246
291,225.245
292,225.245
293,225.245
294,225.245
295,225.245
296,106.922
297,106.922
298,106.922
299,106.922
300,106.922
301,106.922
302,106.922
303,106.922
304,106.922
305,106.922
306,106.922
307,106.922
308,106.922
309,106.922
310,106.922
311,106.922
312,106.922
313,106.922
314,106.922
315,106.922
316,106.922
317,106.922
318,106.922
319,106.922
320,106.922
321,1115.612
322,1115.612
323,1115.612
324,1115.612
325,1115.612
326,106.922
327,106.922
328,106.922
329,106.922
330,106.922
331,1924.782
332,1924.782
333,1924.782
334,1924.782
335,2216.919
336,358.032
337,342.939
338,337.386
339,335.343
340,1320.815
341,334.316
342,334.214
343,334.176
344,334.163
345,334.158
346,334.156
347,334.155
348,212.68
349,212.68
350,212.68
351,212.68
352,212.68
353,212.68
354,512.263
355,1441.021
356,433.658
357,425.881
358,423.02
359,421.967
360,512.04
361,511.898
362,511.845
363,511.826
364,511.819
365,511.816
366,511.815
367,511.815
368,511.815
369,511.815
370,1498.038
371,511.815
372,511.815
373,511.815
374,511.815
375,511.815
376,406.0571
377,406.0571
378,406.0571
379,406.0571
380,1671.531
381,1671.531
382,1671.531
383,1909.715
384,1627.471
385,1365.68
386,369.501
387,365.838
388,364.49
389,273.5354
390,273.3524
391,273.2854
392,273.2604
393,273.2514
394,273.2484
395,273.2474
396,273.2464
397,273.2464
398,273.2464
399,273.2464
400,1137.6694
401,151.4464
402,151.4464
403,151.4464
404,151.4464
405,151.4464
406,151.4464
407,2555.3164
408,2555.3164
409,2555.3164
410,2555.3164
411,2555.3164
412,2555.3164
413,2555.3164
414,2555.3164
415,3497.015
416,2510.792
417,2510.792
418,2510.792
419,2510.792
420,2510.792
421,2510.792
422,2510.792
423,2510.792
