time,power
1,93.7113
2,93.7113
3,93.7113
4,93.7113
5,93.7113
6,93.7113
7,93.7113
8,93.7113
9,93.7113
10,93.7113
11,93.7113
12,93.7113
13,93.7113
14,93.7113
15,93.7113
16,93.7113
17,313.0913
18,249.0763
19,225.5263
20,216.8633
21,213.6763
22,212.5033
23,212.0723
24,211.9133
25,211.8553
26,211.8333
27,211.8263
28,211.8233
29,211.8223
30,211.8213
31,498.4743
32,447.8113
33,429.1743
34,304.2073
35,301.6853
36,300.7573
37,300.4163
38,300.2903
39,300.2443
40,300.2273
41,300.2213
42,300.2183
43,300.2173
44,300.2173
45,300.2173
46,300.2173
47,300.2173
48,300.2173
49,300.2173
50,300.2173
51,300.2173
52,300.2173
53,300.2173
54,300.2173
55,300.2173
56,300.2173
57,300.2173
58,300.2173
59,300.2173
60,300.2173
61,93.7113
62,93.7113
63,93.7113
64,93.7113
65,93.7113
66,93.7113
67,93.7113
68,93.7113
69,93.7113
70,93.7113
71,93.7113
72,299.9833
73,245.7283
74,225.7693
75,218.4273
76,215.7263
77,214.7323
78,214.3663
79,214.2323
80,214.1823
81,214.1643
82,214.1573
83,214.1553
84,214.1543
85,93.7113
86,93.7113
87,93.7113
88,93.7113
89,93.7113
90,93.7113
91,93.7113
92,93.7113
93,93.7113
94,93.7113
95,93.7113
96,93.7113
97,93.7113
98,93.7113
99,93.7113
100,93.7113
101,93.7113
102,93.7113
103,93.7113
104,93.7113
105,93.7113
106,93.7113
107,93.7113
108,93.7113
109,93.7113
110,93.7113
111,93.7113
112,93.7113
113,93.7113
114,93.7113
115,93.7113
116,93.7113
117,93.7113
118,93.7113
119,93.7113
120,93.7113
121,247.1143
122,226.1403
123,218.4243
124,215.5863
125,214.5423
126,214.1573
127,214.0163
128,213.9643
129,462.0063
130,439.2483
131,430.8753
132,427.7953
133,426.6633
134,426.2463
135,426.0933
136,426.0363
137,305.7923
138,305.7853
139,305.7823
140,305.7813
141,305.7813
142,305.7803
143,305.7803
144,305.7803
145,305.7803
146,305.7803
147,305.7803
148,305.7803
149,305.7803
150,305.7803
151,305.7803
152,305.7803
153,305.7803
154,305.7803
155,305.7803
156,305.7803
157,305.7803
158,93.7113
159,93.7113
160,93.7113
161,93.7113
162,93.7113
163,93.7113
164,93.7113
165,93.7113
166,93.7113
167,93.7113
168,93.7113
169,93.7113
170,93.7113
171,93.7113
172,93.7113
173,252.4853
174,227.5023
175,218.3113
176,214.9303
177,213.6863
178,213.2283
179,213.0603
180,212.9983
181,212.9753
182,212.9673
183,212.9643
184,212.9633
185,212.9623
186,212.9623
187,93.7113
188,93.7113
189,93.7113
190,93.7113
191,93.7113
192,93.7113
193,93.7113
194,93.7113
195,93.7113
196,93.7113
197,93.7113
198,93.7113
199,93.7113
200,93.7113
201,93.7113
202,93.7113
203,93.7113
204,93.7113
205,93.7113
206,93.7113
207,93.7113
208,93.7113
209,93.7113
210,93.7113
211,93.7113
212,93.7113
213,93.7113
214,93.7113
215,93.7113
216,93.7113
217,93.7113
218,93.7113
219,93.7113
220,93.7113
221,93.7113
222,93.7113
223,93.7113
224,93.7113
225,93.7113
226,93.7113
227,93.7113
228,263.2783
229,231.4683
230,219.7653
231,215.4603
232,213.8773
233,213.2943
234,213.0803
235,213.0013
236,212.9723
237,212.9613
238,441.1063
239,428.6113
240,424.0133
241,422.3223
242,421.7003
243,302.2273
244,302.1433
245,302.1123
246,302.1013
247,302.0973
248,302.0953
249,302.0953
250,302.0943
251,302.0943
252,302.0943
253,302.0943
254,302.0943
255,302.0943
256,302.0943
257,302.0943
258,302.0943
259,302.0943
260,302.0943
261,302.0943
262,302.0943
263,302.0943
264,302.0943
265,302.0943
266,302.0943
267,302.0943
268,302.0943
269,302.0943
270,302.0943
271,302.0943
272,302.0943
273,302.0943
274,302.0943
275,93.7113
276,93.7113
277,252.1993
278,226.8703
279,217.5523
280,214.1243
281,212.8633
282,212.3993
283,212.2283
284,212.1653
285,212.1423
286,212.1343
287,212.1303
288,212.1293
289,212.1293
290,212.1293
291,212.1293
292,212.1293
293,212.1293
294,212.1293
295,93.7113
296,93.7113
297,93.7113
298,93.7113
299,93.7113
300,93.7113
301,93.7113
302,93.7113
303,93.7113
304,93.7113
305,93.7113
306,93.7113
307,93.7113
308,93.7113
309,93.7113
310,93.7113
311,93.7113
312,93.7113
313,93.7113
314,93.7113
315,93.7113
316,93.7113
317,93.7113
318,93.7113
319,93.7113
320,93.7113
321,93.7113
322,93.7113
323,93.7113
324,93.7113
325,264.5823
326,2008.5483
327,1996.5433
328,1992.1263
329,1990.5023
330,1989.9043
331,213.0843
332,213.0033
333,212.9733
334,212.9623
335,212.9583
336,212.9573
337,337.6123
338,666.3853
339,472.8603
340,445.5343
341,435.4813
342,431.7833
343,430.4233
344,429.9223
345,429.7383
346,479.8033
347,479.7783
348,479.7693
349,479.7663
350,479.7653
351,479.7643
352,479.7643
353,479.7643
354,479.7643
355,479.7643
356,479.7643
357,479.7643
358,479.7643
359,479.7643
