time,power
1,445.461
2,438.819
3,436.374
4,435.476
5,435.145
6,435.023
7,316.89
8,316.873
9,316.867
10,316.865
11,316.864
12,316.864
13,316.864
14,316.864
15,316.864
16,316.864
17,316.864
18,316.864
19,316.864
20,316.864
21,316.864
22,316.864
23,316.864
24,316.864
25,316.864
26,316.864
27,316.864
28,108.614
29,108.614
30,108.614
31,108.614
32,108.614
33,108.614
34,108.614
35,108.614
36,108.614
37,108.614
38,108.614
39,108.614
40,108.614
41,108.614
42,108.614
43,108.614
44,108.614
45,265.429
46,242.422
47,233.959
48,230.845
49,229.699
50,229.278
51,229.123
52,229.066
53,229.045
54,229.037
55,229.034
56,229.033
57,229.033
58,229.033
59,108.614
60,108.614
61,108.614
62,108.614
63,108.614
64,108.614
65,108.614
66,108.614
67,108.614
68,108.614
69,108.614
70,108.614
71,108.614
72,108.614
73,108.614
74,108.614
75,108.614
76,108.614
77,108.614
78,108.614
79,108.614
80,108.614
81,108.614
82,108.614
83,108.614
84,108.614
85,381.823
86,340.506
87,325.306
88,452.468
89,442.217
90,438.446
91,437.058
92,436.548
93,436.36
94,436.292
95,436.266
96,436.257
97,436.253
98,436.252
99,436.251
100,436.251
101,436.251
102,436.251
103,436.251
104,436.251
105,316.46
106,316.46
107,316.46
108,316.46
109,316.46
110,316.46
111,316.46
112,316.46
113,108.614
114,108.614
115,108.614
116,108.614
117,108.614
118,108.614
119,108.614
120,108.614
121,108.614
122,108.614
123,108.614
124,108.614
125,108.614
126,108.614
127,108.614
128,108.614
129,108.614
130,108.614
131,108.614
132,108.614
133,108.614
134,108.614
135,108.614
136,108.614
137,308.182
138,258.554
139,240.296
140,233.58
141,231.109
142,230.2
143,229.865
144,229.742
145,229.697
146,229.681
147,229.674
148,229.672
149,229.671
150,229.671
151,229.671
152,108.614
153,108.614
154,108.614
155,108.614
156,108.614
157,108.614
158,108.614
159,108.614
160,108.614
161,108.614
162,108.614
163,108.614
164,108.614
165,108.614
166,108.614
167,108.614
168,108.614
169,108.614
170,108.614
171,108.614
172,108.614
173,108.614
174,108.614
175,108.614
176,108.614
177,108.614
178,108.614
179,108.614
180,108.614
181,108.614
182,108.614
183,108.614
184,108.614
185,108.614
186,378.106
187,338.239
188,323.572
189,318.177
190,444.612
191,438.498
192,436.248
193,435.42
194,435.116
195,435.005
196,434.963
197,434.948
198,434.942
199,434.94
200,434.94
201,434.939
202,434.939
203,434.939
204,434.939
205,315.037
206,315.037
207,315.037
208,315.037
209,315.037
210,315.037
211,315.037
212,315.037
213,315.037
214,108.614
215,108.614
216,108.614
217,108.614
218,108.614
219,108.614
220,108.614
221,108.614
222,108.614
223,108.614
224,108.614
225,108.614
226,108.614
227,108.614
228,108.614
229,108.614
230,108.614
231,108.614
232,108.614
233,108.614
234,108.614
235,108.614
236,108.614
237,108.614
238,108.614
239,108.614
240,108.614
241,108.614
242,320.562
243,262.107
244,240.603
245,232.692
246,229.782
247,228.711
248,228.317
249,228.172
250,228.119
251,228.099
252,228.092
253,228.089
254,228.088
255,228.088
256,108.614
257,108.614
258,108.614
259,108.614
260,108.614
261,108.614
262,108.614
263,108.614
264,108.614
265,108.614
266,108.614
267,108.614
268,108.614
269,108.614
270,108.614
271,108.614
272,108.614
273,108.614
274,108.614
275,108.614
276,108.614
277,108.614
278,108.614
279,108.614
280,108.614
281,108.614
282,359.515
283,334.122
284,324.781
285,321.345
286,320.08
287,319.615
288,319.444
289,319.381
290,319.358
291,319.35
292,319.347
293,319.345
294,319.345
295,319.345
296,319.345
297,319.345
298,319.345
299,319.345
300,319.345
301,1513.225
302,1513.225
303,1513.225
304,1513.225
305,1513.225
306,1513.225
307,1513.225
308,1513.225
309,1513.225
310,1302.494
311,1302.494
312,108.614
313,108.614
314,108.614
315,217.094
316,217.094
317,217.094
318,217.094
319,217.094
320,217.094
321,217.094
322,217.094
323,217.094
324,217.094
325,217.094
326,217.094
327,217.094
328,217.094
329,217.094
330,217.094
331,217.094
332,217.094
333,217.094
334,217.094
335,217.094
336,217.094
337,208.535
338,208.535
339,208.535
340,208.535
341,208.535
342,208.535
343,208.535
344,208.535
345,259.547
346,384.942
347,380.647
348,379.066
349,378.485
350,378.271
351,378.192
352,378.163
353,378.153
354,378.149
355,378.147
356,378.147
357,378.147
358,378.147
359,378.147
360,378.147
361,378.147
362,378.147
363,378.147
364,269.6669
365,269.6669
366,269.6669
367,269.6669
368,269.6669
369,269.6669
370,269.6669
371,269.6669
372,269.6669
