time,power
1,221.015
2,221.012
3,221.011
4,101.636
5,101.636
6,101.636
7,101.636
8,101.636
9,101.636
10,101.636
11,101.636
12,101.636
13,101.636
14,101.636
15,101.636
16,101.636
17,101.636
18,101.636
19,101.636
20,101.636
21,101.636
22,101.636
23,101.636
24,101.636
25,101.636
26,101.636
27,101.636
28,101.636
29,101.636
30,101.636
31,101.636
32,101.636
33,101.636
34,101.636
35,101.636
36,101.636
37,101.636
38,101.636
39,101.636
40,101.636
41,101.636
42,101.636
43,257.391
44,234.224
45,225.701
46,222.566
47,221.412
48,486.984
49,451.372
50,438.27
51,433.45
52,431.677
53,431.026
54,430.786
55,430.697
56,430.665
57,430.653
58,311.543
59,311.542
60,311.541
61,311.541
62,311.541
63,311.541
64,311.541
65,311.541
66,311.541
67,311.541
68,311.541
69,311.541
70,311.541
71,311.541
72,311.541
73,311.541
74,311.541
75,311.541
76,101.636
77,101.636
78,101.636
79,101.636
80,101.636
81,101.636
82,101.636
83,101.636
84,101.636
85,101.636
86,101.636
87,101.636
88,101.636
89,101.636
90,101.636
91,101.636
92,101.636
93,238.334
94,227.807
95,223.934
96,222.509
97,221.985
98,221.792
99,221.721
100,221.695
101,221.686
102,221.682
103,221.681
104,221.68
105,221.68
106,221.68
107,221.68
108,101.636
109,101.636
110,101.636
111,101.636
112,101.636
113,101.636
114,101.636
115,101.636
116,101.636
117,101.636
118,101.636
119,101.636
120,101.636
121,101.636
122,101.636
123,101.636
124,101.636
125,101.636
126,101.636
127,101.636
128,338.128
129,321.465
130,315.334
131,313.079
132,312.25
133,311.944
134,311.832
135,311.791
136,311.776
137,311.77
138,311.768
139,311.767
140,311.767
141,311.767
142,311.767
143,311.767
144,311.767
145,311.767
146,311.767
147,311.767
148,311.767
149,470.423
150,445.36
151,436.14
152,432.748
153,431.5
154,431.041
155,430.872
156,430.81
157,430.787
158,430.779
159,430.776
160,430.775
161,220.643
162,220.643
163,220.643
164,220.643
165,101.636
166,101.636
167,101.636
168,101.636
169,101.636
170,101.636
171,101.636
172,101.636
173,101.636
174,101.636
175,101.636
176,101.636
177,101.636
178,101.636
179,101.636
180,101.636
181,101.636
182,101.636
183,101.636
184,101.636
185,101.636
186,101.636
187,101.636
188,101.636
189,101.636
190,101.636
191,101.636
192,101.636
193,101.636
194,101.636
195,101.636
196,101.636
197,101.636
198,101.636
199,101.636
200,101.636
201,101.636
202,257.127
203,234.659
204,226.394
205,223.354
206,222.235
207,221.823
208,221.672
209,221.616
210,221.596
211,221.588
212,221.586
213,221.585
214,101.636
215,101.636
216,101.636
217,101.636
218,101.636
219,101.636
220,101.636
221,101.636
222,101.636
223,101.636
224,101.636
225,101.636
226,101.636
227,101.636
228,101.636
229,101.636
230,101.636
231,101.636
232,322.421
233,315.54
234,313.008
235,312.077
236,311.734
237,311.608
238,311.562
239,311.545
240,311.539
241,311.536
242,311.536
243,525.227
244,466.381
245,444.732
246,436.768
247,433.839
248,432.761
249,432.364
250,432.218
251,432.165
252,432.145
253,432.138
254,432.135
255,432.134
256,432.134
257,432.134
258,101.636
259,101.636
260,101.636
261,101.636
262,101.636
263,101.636
264,101.636
265,101.636
266,101.636
267,101.636
268,101.636
269,101.636
270,101.636
271,101.636
272,101.636
273,101.636
274,101.636
275,101.636
276,101.636
277,101.636
278,101.636
279,101.636
280,101.636
281,101.636
282,101.636
283,101.636
284,101.636
285,101.636
286,101.636
287,101.636
288,101.636
289,298.301
290,250.358
291,232.72
292,226.232
293,223.845
294,222.967
295,222.644
296,222.525
297,222.481
298,222.465
299,222.459
300,222.457
301,222.456
302,101.636
303,101.636
304,101.636
305,101.636
306,101.636
307,101.636
308,101.636
309,101.636
310,101.636
311,101.636
312,101.636
313,101.636
314,101.636
315,101.636
316,101.636
317,101.636
318,101.636
319,101.636
320,101.636
321,101.636
322,101.636
323,101.636
324,101.636
325,101.636
326,460.105
327,365.774
328,331.071
329,318.305
330,313.609
331,311.881
332,311.245
333,311.012
334,310.926
335,310.894
336,310.882
337,310.878
338,310.876
339,310.876
340,310.876
341,310.876
342,445.849
343,437.625
344,434.6
345,433.487
346,433.077
347,432.927
348,555.388
349,555.368
350,555.361
351,555.358
352,555.357
353,555.356
354,555.356
355,224.153
356,224.153
357,224.153
358,224.153
359,224.153
360,224.153
361,224.153
362,224.153
363,224.153
364,224.153
365,224.153
366,224.153
367,224.153
368,224.153
369,224.153
370,224.153
371,224.153
372,224.153
373,224.153
374,224.153
375,224.153
376,224.153
377,101.636
378,101.636
379,101.636
380,101.636
381,101.636
382,101.636
383,101.636
384,101.636
385,101.636
386,101.636
387,101.636
388,265.26
389,265.26
390,1746.62
391,1746.62
392,1746.62
393,1746.62
394,1746.62
395,265.26
396,265.26
397,265.26
398,265.26
399,265.26
400,265.26
401,265.26
402,265.26
403,265.26
404,265.26
405,265.26
406,265.26
407,265.26
408,265.26
409,265.26
410,265.26
411,265.26
412,265.26
413,265.26
414,265.26
415,265.26
416,265.26
417,101.636
418,101.636
419,101.636
420,101.636
421,192.3736
422,192.3736
423,192.3736
424,192.3736
425,192.3736
426,192.3736
427,1369.9036
428,1369.9036
429,1369.9036
430,1369.9036
431,1369.9036
432,1369.9036
433,1369.9036
434,1369.9036
435,1369.9036
436,403.9186
437,403.9156
438,403.9156
439,403.9146
440,571.0886
441,540.7846
442,529.6356
443,525.5346
444,524.0256
445,523.4706
446,523.2666
447,523.1916
448,523.1636
449,523.1536
450,523.1496
451,687.6136
452,687.6136
453,737.762
454,737.762
455,737.762
456,737.762
457,737.762
458,737.762
459,737.762
460,737.762
461,737.762
462,737.762
463,737.762
464,526.221
465,435.4834
466,435.4834
467,435.4834
468,435.4834
469,435.4834
470,316.2504
471,316.2504
472,316.2504
