time,power
1,106.769
2,106.769
3,106.769
4,106.769
5,106.769
6,106.769
7,106.769
8,106.769
9,106.769
10,106.769
11,106.769
12,106.769
13,106.769
14,106.769
15,106.769
16,319.45
17,259.962
18,238.078
19,230.027
20,486.037
21,454.846
22,443.372
23,439.151
24,437.598
25,437.026
26,436.816
27,436.739
28,436.71
29,436.7
30,436.697
31,318.122
32,318.122
33,318.122
34,318.121
35,318.121
36,318.121
37,318.121
38,318.121
39,318.121
40,318.121
41,318.121
42,318.121
43,318.121
44,318.121
45,318.121
46,318.121
47,318.121
48,318.121
49,318.121
50,318.121
51,318.121
52,318.121
53,106.769
54,106.769
55,106.769
56,106.769
57,106.769
58,106.769
59,106.769
60,106.769
61,106.769
62,106.769
63,106.769
64,106.769
65,310.725
66,257.032
67,237.28
68,230.013
69,227.34
70,226.356
71,225.995
72,225.862
73,225.813
74,225.795
75,225.788
76,225.785
77,225.785
78,225.784
79,106.769
80,106.769
81,106.769
82,106.769
83,106.769
84,106.769
85,106.769
86,106.769
87,106.769
88,106.769
89,106.769
90,106.769
91,106.769
92,106.769
93,106.769
94,106.769
95,106.769
96,106.769
97,106.769
98,106.769
99,106.769
100,106.769
101,106.769
102,106.769
103,106.769
104,106.769
105,106.769
106,106.769
107,106.769
108,106.769
109,106.769
110,106.769
111,310.795
112,256.787
113,236.918
114,229.609
115,226.92
116,225.931
117,225.567
118,225.433
119,225.384
120,225.366
121,474.109
122,450.186
123,441.385
124,438.146
125,436.955
126,436.517
127,317.77
128,317.711
129,317.689
130,317.681
131,317.678
132,317.677
133,317.676
134,317.676
135,317.676
136,317.676
137,317.676
138,317.676
139,317.676
140,317.676
141,317.676
142,317.676
143,317.676
144,317.676
145,317.676
146,317.676
147,317.676
148,317.676
149,106.769
150,106.769
151,106.769
152,106.769
153,106.769
154,106.769
155,106.769
156,106.769
157,106.769
158,106.769
159,106.769
160,106.769
161,106.769
162,106.769
163,299.288
164,254.487
165,238.006
166,231.943
167,229.713
168,228.892
169,228.59
170,228.479
171,228.438
172,228.423
173,228.418
174,228.416
175,228.415
176,228.415
177,228.415
178,106.769
179,106.769
180,106.769
181,106.769
182,106.769
183,106.769
184,106.769
185,106.769
186,106.769
187,106.769
188,106.769
189,106.769
190,106.769
191,106.769
192,106.769
193,106.769
194,106.769
195,106.769
196,106.769
197,106.769
198,106.769
199,106.769
200,106.769
201,106.769
202,106.769
203,106.769
204,106.769
205,106.769
206,106.769
207,106.769
208,106.769
209,106.769
210,106.769
211,106.769
212,259.181
213,236.363
214,227.969
215,470.664
216,447.173
217,438.531
218,435.351
219,434.182
220,433.752
221,433.593
222,433.536
223,433.514
224,433.506
225,433.503
226,433.502
227,433.502
228,433.501
229,433.501
230,312.439
