time,power
1,105.898
2,105.898
3,105.898
4,105.898
5,105.898
6,105.898
7,105.898
8,447.921
9,364.33
10,333.579
11,322.266
12,318.104
13,316.573
14,316.01
15,548.515
16,477.531
17,451.417
18,441.811
19,438.277
20,436.977
21,436.498
22,436.323
23,436.258
24,436.234
25,436.225
26,436.222
27,436.221
28,436.221
29,436.22
30,436.22
31,315.682
32,315.682
33,315.682
34,315.682
35,315.682
36,315.682
37,315.682
38,315.682
39,105.898
40,105.898
41,105.898
42,105.898
43,105.898
44,105.898
45,105.898
46,105.898
47,105.898
48,105.898
49,105.898
50,105.898
51,105.898
52,105.898
53,105.898
54,105.898
55,105.898
56,105.898
57,105.898
58,105.898
59,105.898
60,105.898
61,105.898
62,105.898
63,105.898
64,105.898
65,105.898
66,105.898
67,227.042
68,226.863
69,226.798
70,226.773
71,226.765
72,226.761
73,226.76
74,226.76
75,226.759
76,226.759
77,226.759
78,226.759
79,226.759
80,226.759
81,226.759
82,105.898
83,105.898
84,105.898
85,105.898
86,105.898
87,105.898
88,105.898
89,105.898
90,105.898
91,105.898
92,105.898
93,105.898
94,105.898
95,105.898
96,105.898
97,105.898
98,105.898
99,105.898
100,105.898
101,105.898
102,105.898
103,105.898
104,105.898
105,105.898
106,105.898
107,105.898
108,105.898
109,105.898
110,420.777
111,351.118
112,325.492
113,316.064
114,312.596
115,501.971
116,456.909
117,440.331
118,434.233
119,431.988
120,431.164
121,430.86
122,430.748
123,430.707
124,430.692
125,430.687
126,430.685
127,430.684
128,430.684
129,430.683
130,310.578
131,310.578
132,310.578
133,310.578
134,310.578
135,310.578
136,310.578
137,310.578
138,310.578
139,310.578
140,310.578
141,105.898
142,105.898
143,105.898
144,105.898
145,105.898
146,105.898
147,105.898
148,105.898
149,105.898
150,105.898
151,105.898
152,105.898
153,105.898
154,105.898
155,105.898
156,105.898
157,105.898
158,105.898
159,105.898
160,105.898
161,105.898
162,327.3
163,263.027
164,239.382
165,230.684
166,227.484
167,226.307
168,225.874
169,225.714
170,225.656
171,225.634
172,225.626
173,225.623
174,225.622
175,225.622
176,225.622
177,225.622
178,105.898
179,105.898
180,105.898
181,105.898
182,105.898
183,105.898
184,105.898
185,105.898
186,105.898
187,105.898
188,105.898
189,105.898
190,105.898
191,105.898
192,105.898
193,105.898
194,105.898
195,105.898
196,105.898
197,105.898
198,105.898
199,105.898
200,105.898
201,105.898
202,105.898
203,105.898
204,105.898
205,105.898
206,105.898
207,105.898
208,105.898
209,105.898
210,105.898
211,105.898
212,479.579
213,375.466
214,337.164
215,323.074
216,317.89
217,315.983
218,315.282
219,315.024
220,314.929
221,314.894
222,314.881
223,314.876
224,314.875
225,314.874
226,314.874
227,314.874
228,314.874
229,314.874
230,314.874
231,314.874
232,314.874
233,314.874
234,314.874
235,314.874
236,314.874
237,314.874
238,314.874
239,314.874
240,314.874
241,314.874
242,313.621
243,313.621
244,313.621
245,313.621
246,313.621
247,313.621
248,313.621
249,313.621
250,104.645
251,104.645
252,104.645
253,104.645
254,104.645
255,104.645
256,104.645
257,104.645
258,104.645
259,104.645
260,104.645
261,104.645
262,104.645
263,104.645
264,104.645
265,104.645
266,341.28
267,267.757
268,240.71
269,230.76
270,227.099
271,225.752
272,225.257
273,225.075
274,225.008
275,224.983
276,224.974
277,224.971
278,224.969
279,224.969
280,224.969
281,224.969
282,224.969
283,224.969
284,224.969
285,224.969
286,224.969
287,224.969
288,224.969
289,224.969
290,224.969
291,224.969
292,224.969
293,224.969
294,224.969
295,224.969
296,224.969
297,224.969
298,104.645
299,104.645
300,104.645
301,104.645
302,104.645
303,104.645
304,104.645
305,104.645
306,104.645
307,104.645
308,104.645
309,104.645
310,104.645
311,104.645
312,104.645
313,104.645
314,104.645
315,104.645
316,104.645
317,104.645
318,104.645
319,104.645
320,104.645
321,104.645
322,104.645
323,104.645
324,233.933
325,228.503
326,577.593
327,486.266
328,452.669
329,440.309
330,435.762
331,434.089
332,433.474
333,433.247
334,433.165
335,433.133
336,433.122
337,433.118
338,312.419
339,312.419
340,312.419
341,312.419
342,312.419
343,312.419
344,312.419
345,312.419
346,312.419
347,312.419
348,312.419
349,312.419
350,312.419
351,312.419
352,312.419
353,312.419
354,312.419
355,312.419
356,312.419
357,312.419
358,312.419
359,312.419
360,104.645
361,104.645
362,104.645
363,104.645
364,104.645
365,104.645
366,104.645
367,315.579
368,257.93
369,236.722
370,228.92
371,226.05
372,224.994
373,224.606
374,224.463
375,224.411
376,224.391
377,224.384
378,224.381
379,224.38
380,224.38
381,104.645
382,104.645
383,104.645
384,104.645
385,104.645
386,104.645
387,104.645
388,104.645
389,104.645
390,104.645
391,104.645
392,104.645
393,104.645
394,104.645
395,104.645
396,104.645
397,104.645
398,104.645
399,104.645
400,104.645
401,104.645
402,104.645
403,104.645
404,104.645
405,104.645
406,104.645
407,104.645
408,104.645
409,104.645
410,150.781
411,150.781
412,150.781
413,150.781
414,298.829
415,298.829
416,511.721
417,453.087
418,431.517
419,423.582
420,820.799
421,699.595
422,655.005
423,638.602
424,632.568
425,630.347
426,629.531
427,629.23
428,629.12
429,629.079
430,629.065
431,629.059
432,629.057
433,508.921
434,508.921
435,508.921
436,508.921
437,508.921
438,508.921
439,508.921
440,508.921
441,508.921
442,360.873
443,360.873
444,360.873
445,360.873
446,360.873
447,2196.903
448,2196.903
449,2150.767
450,2150.767
451,104.645
452,191.4078
453,191.4078
454,191.4078
455,191.4078
456,191.4078
457,191.4078
458,2584.0378
459,2584.0378
460,2584.0378
461,2584.0378
462,3786.7578
463,3786.7578
464,3786.7578
465,3786.7578
466,3786.7578
467,4787.9778
468,4787.9778
469,4787.9778
470,4787.9778
471,4787.9778
472,3751.6128
473,2721.5628
474,2710.9568
475,2707.0548
476,2705.6198
477,2705.0918
478,2704.8968
479,2704.8258
480,2704.7998
481,2704.7898
482,2618.023
483,2618.022
484,2618.022
485,3614.312
486,2618.021
487,2497.275
488,2497.275
489,2497.275
490,2497.275
491,2497.275
492,2497.275
493,2497.275
494,2497.275
495,2497.275
496,2497.275
497,2497.275
498,3493.566
499,2497.275
500,2497.275
501,2497.275
502,2497.275
503,2497.275
504,2497.275
505,2497.275
506,2497.275
507,2599.727
508,2599.727
509,2599.727
510,2599.727
511,3596.018
512,2599.727
513,2599.727
514,2599.727
515,2599.727
516,2599.727
517,2599.727
518,2599.727
519,2599.727
520,2735.75
521,2725.129
522,2721.222
523,2719.785
524,3715.547
525,2968.718
526,2941.271
527,2931.174
528,2927.46
529,2926.094
530,2925.59
531,2925.406
532,2925.338
533,775.34
534,775.331
535,656.105
536,656.104
537,1652.395
538,656.104
539,656.104
540,656.103
541,656.103
542,656.103
543,656.103
544,656.103
545,656.103
546,656.103
547,656.103
548,413.446
549,310.994
550,1307.285
551,310.994
552,310.994
553,104.645
554,104.645
555,104.645
556,104.645
557,104.645
558,104.645
559,104.645
560,104.645
561,104.645
562,104.645
563,1100.936
564,104.645
565,104.645
566,104.645
567,104.645
568,104.645
569,104.645
570,104.645
571,270.469
572,240.185
573,229.044
574,224.945
575,223.437
576,1219.174
577,222.679
578,222.604
579,222.576
580,222.566
581,222.562
582,222.561
583,374.988
584,374.988
585,374.988
586,257.073
587,257.073
588,257.073
589,1253.364
590,257.073
591,257.073
592,257.073
593,257.073
594,257.073
595,257.073
596,257.073
597,257.073
598,257.073
599,257.073
600,257.073
601,257.073
602,1253.364
603,257.073
604,257.073
605,257.073
606,257.073
607,257.073
608,257.073
609,257.073
610,257.073
611,257.073
612,257.073
613,257.073
614,257.073
615,1253.364
616,257.073
617,257.073
618,620.256
619,523.535
620,487.953
621,474.863
622,470.048
623,468.276
624,467.624
625,624.9
626,600.951
627,592.139
628,1585.189
629,587.706
630,587.267
631,587.106
632,587.046
633,587.024
634,587.016
635,587.013
636,587.012
637,587.012
638,587.012
639,467.245
640,467.245
641,1463.536
642,467.245
643,467.245
644,314.817
645,314.817
646,314.817
647,314.817
648,314.817
649,314.817
650,314.817
651,104.645
652,104.645
653,104.645
654,1100.936
655,104.645
656,104.645
657,104.645
658,104.645
659,104.645
660,104.645
661,104.645
662,104.645
663,104.645
664,104.645
665,104.645
666,104.645
667,2283.556
668,1287.265
669,1287.265
670,1287.265
671,1441.012
672,236.966
673,229.084
674,226.185
675,225.118
676,224.725
677,224.581
678,224.528
679,224.508
680,1220.792
681,224.499
682,224.498
683,224.497
684,224.497
685,224.497
686,224.497
687,104.645
688,104.645
689,104.645
690,104.645
691,104.645
692,104.645
693,1100.936
694,104.645
695,104.645
696,104.645
697,104.645
698,104.645
699,104.645
700,104.645
701,104.645
702,104.645
703,104.645
704,104.645
705,104.645
706,1100.936
707,104.645
708,104.645
709,104.645
710,104.645
711,104.645
712,104.645
713,104.645
714,104.645
715,324.978
716,318.936
717,316.713
718,315.896
719,1311.886
720,315.484
721,315.443
722,315.428
723,529.118
724,468.957
725,446.825
726,438.684
727,435.688
728,434.587
729,434.181
730,434.032
731,433.977
732,1430.248
733,433.95
734,433.947
735,433.946
736,433.946
737,433.945
738,315.42
739,315.42
740,315.42
741,315.42
742,315.42
743,315.42
744,104.645
745,1100.936
746,104.645
747,104.645
748,104.645
749,104.645
750,104.645
751,104.645
752,104.645
753,104.645
754,104.645
755,104.645
756,104.645
757,104.645
758,1100.936
759,104.645
760,104.645
761,104.645
762,104.645
763,104.645
764,104.645
765,104.645
766,104.645
767,104.645
768,104.645
769,104.645
770,104.645
771,1100.936
772,104.645
773,104.645
774,104.645
775,104.645
776,104.645
777,307.023
778,255.831
779,236.999
780,230.071
781,227.523
782,226.585
783,226.24
784,1222.404
785,226.067
786,226.049
787,226.043
788,226.041
789,226.04
790,226.04
791,226.04
792,226.039
793,226.039
794,104.645
795,104.645
796,104.645
797,1103.69
798,107.399
799,107.399
800,107.399
801,107.399
802,107.399
803,107.399
804,107.399
805,107.399
806,107.399
807,107.399
808,107.399
809,107.399
810,1103.69
811,107.399
812,107.399
813,107.399
814,107.399
815,107.399
816,107.399
817,107.399
818,107.399
819,107.399
820,107.399
821,107.399
822,107.399
823,1103.69
824,107.399
825,107.399
826,383.7
827,534.185
828,472.187
829,449.38
830,440.99
831,437.903
832,436.768
833,436.35
834,436.196
835,436.14
836,1432.41
837,436.111
838,436.109
839,436.107
840,436.107
841,436.107
842,315.777
843,315.777
844,315.777
845,315.777
846,315.777
847,315.777
848,315.777
849,1312.068
